r_fighter,b_fighter
Kenny Florian,Jose Aldo
Brian Stann,Chael Sonnen
Leonard Garcia,Nam Phan
Jorge Santiago,Demian Maia
Joey Beltran,Stipe Miocic
Zhang Tiequan,Darren Elkins
Eric Schafer,Aaron Simpson
Steve Cantwell,Mike Massenzio
Jeremy Stephens,Anthony Pettis
Matt Mitrione,Cheick Kongo
Mirko Filipovic,Roy Nelson
Jeff Curran,Scott Jorgensen
George Roop,Hatsu Hioki
BJ Penn,Nick Diaz
Tyson Griffin,Bart Palaszewski
Eliot Marshall,Brandon Vera
Danny Downes,Ramsey Nijem
Chris Camozzi,Francis Carmont
Dustin Jacoby,Clifford Starks
Dennis Siver,Donald Cerrone
Chris Leben,Mark Munoz
Brad Pickett,Renan Barao
Papy Abedi,Thiago Alves
Cyrille Diabate,Anthony Perosh
Justin Edwards,John Maguire
Rob Broughton,Philip De Fries
Jason Young,Michihiro Omigawa
Chris Cope,Che Mills
Vaughan Lee,Chris Cariaso
Edward Faaloloto,Terry Etim
Cain Velasquez,Junior Dos Santos
Clay Guida,Benson Henderson
Pablo Garza,Dustin Poirier
Cub Swanson,Ricardo Lamas
Cole Escovedo,Alex Caceres
Norifumi Yamamoto,Darren Uyenoyama
Paul Bradley,Mike Pierce
Matt Lucas,Aaron Rosa
Clay Harvison,DaMarques Johnson
Mauricio Rua,Dan Henderson
Cung Le,Wanderlei Silva
Brian Bowles,Urijah Faber
Rick Story,Martin Kampmann
Kyle Kingsbury,Stephan Bonnar
Jason Brilz,Ryan Bader
Alex Soto,Michael McDonald
Tom Lawlor,Chris Weidman
Rafael Dos Anjos,Gleison Tibau
Nick Pace,Miguel Torres
Matt Brown,Seth Baczynski
Shamar Bailey,Danny Castillo
Jason Miller,Michael Bisping
Dennis Bermudez,Diego Brandao
TJ Dillashaw,John Dodson
Yves Edwards,Tony Ferguson
Dustin Neace,Bryan Caraway
Stephen Bass,Marcus Brimage
Dustin Pague,John Albert
Josh Ferguson,Roland Delorme
Josh Clopton,Steven Siler
Louis Gaudinot,Johnny Bedford
Claude Patrick,Brian Ebersole
Lyoto Machida,Jon Jones
Antonio Rodrigo Nogueira,Frank Mir
Tito Ortiz,Rogerio Nogueira
Mark Hominick,Chan Sung Jung
Mitch Clarke,John Cholish
Jared Hamman,Constantinos Philippou
John Makdessi,Dennis Hallman
Walel Watson,Yves Jabouin
Nik Lentz,Mark Bocek
Rich Attonito,Jake Hecht
Krzysztof Soszynski,Igor Pokrajac
Brock Lesnar,Alistair Overeem
Donald Cerrone,Nate Diaz
Jon Fitch,Johny Hendricks
Vladimir Matyushenko,Alexander Gustafsson
Junior Assuncao,Ross Pearson
Anthony Njokuani,Danny Castillo
Sean Pierson,Dong Hyun Kim
Efrain Escudero,Jacob Volkmann
Manvel Gamburyan,Diego Nunes
Nam Phan,Jimy Hettes
Erick Silva,Carlo Prater
Anthony Johnson,Vitor Belfort
Mike Massenzio,Rousimar Palhares
Terry Etim,Edson Barboza
Chad Mendes,Jose Aldo
Ednaldo Oliveira,Gabriel Gonzaga
Antonio Carvalho,Felipe Arantes
Sam Stout,Thiago Tavares
Michihiro Omigawa,Iuri Alcantara
Ricardo Funch,Mike Pyle
Joseph Sandoval,Nick Denis
Pat Schilling,Daniel Pineda
Tommy Hayden,Fabricio Camoes
Daniel Roberts,Charlie Brenneman
Kamal Shalorus,Khabib Nurmagomedov
Eric Schafer,Jorge Rivera
Christian Morecraft,Pat Barry
Jared Papazian,Mike Easton
Duane Ludwig,Josh Neer
Melvin Guillard,Jim Miller
Phil Davis,Rashad Evans
Michael Bisping,Chael Sonnen
Demian Maia,Chris Weidman
Nik Lentz,Evan Dunham
Joey Beltran,Lavar Johnson
George Roop,Cub Swanson
Eric Wisely,Charles Oliveira
Shane Roller,Michael Johnson
Jon Olav Einemo,Mike Russow
Dustin Jacoby,Chris Camozzi
Scott Jorgensen,Renan Barao
Nick Diaz,Carlos Condit
Roy Nelson,Fabricio Werdum
Mike Pierce,Josh Koscheck
Clifford Starks,Ed Herman
Alex Caceres,Edwin Figueroa
Chris Cope,Matt Brown
Henry Martinez,Matthew Riddle
Michael Kuiper,Rafael Natal
Dan Stittgen,Stephen Thompson
Max Holloway,Dustin Poirier
Diego Sanchez,Jake Ellenberger
Dave Herman,Stefan Struve
Aaron Simpson,Ronny Markes
Philip De Fries,Stipe Miocic
Walel Watson,TJ Dillashaw
John Albert,Ivan Menjivar
Vagner Rocha,Jonathan Brookins
Anton Kuivanen,Justin Salas
Bernardo Magalhaes,Tim Means
Frankie Edgar,Benson Henderson
Quinton Jackson,Ryan Bader
Cheick Kongo,Mark Hunt
Yoshihiro Akiyama,Jake Shields
Yushin Okami,Tim Boetsch
Takeya Mizugaki,Chris Cariaso
Joe Lauzon,Anthony Pettis
Eiji Mitsuoka,Takanori Gomi
Norifumi Yamamoto,Vaughan Lee
Steve Cantwell,Riki Fukuda
Zhang Tiequan,Issei Tamura
Bart Palaszewski,Hatsu Hioki
Thiago Alves,Martin Kampmann
Yasuhiro Urushitani,Joseph Benavidez
Court McGee,Constantinos Philippou
Nick Penner,Anthony Perosh
Aaron Rosa,James Te Huna
Kyle Noke,Andrew Craig
Cole Miller,Steven Siler
Ian McCall,Demetrious Johnson
Jake Hecht,TJ Waldburger
Mackens Semerzier,Daniel Pineda
Oli Thompson,Shawn Jordan
Thiago Silva,Alexander Gustafsson
Alessio Sakara,Brian Stann
Paulo Thiago,Siyar Bahadurzada
DaMarques Johnson,John Maguire
Damacio Page,Brad Pickett
Diego Nunes,Dennis Siver
Tom DeBlass,Cyrille Diabate
Magnus Cedenblad,Francis Carmont
Yoislandy Izquierdo,Reza Madadi
Besam Yousef,Simeon Thoresen
Eric Wisely,Jason Young
Papy Abedi,James Head
Miguel Torres,Michael McDonald
Rashad Evans,Jon Jones
Che Mills,Rory MacDonald
Brendan Schaub,Ben Rothwell
Mark Hominick,Eddie Yagin
Efrain Escudero,Mac Danzig
Chad Griggs,Travis Browne
Stephen Thompson,Matt Brown
John Makdessi,Anthony Njokuani
Keith Wisniewski,Chris Clements
Maximo Blanco,Marcus Brimage
John Alessio,Mark Bocek
Pat Barry,Lavar Johnson
Jim Miller,Nate Diaz
Josh Koscheck,Johny Hendricks
Rousimar Palhares,Alan Belcher
Tim Elliott,John Dodson
Tony Ferguson,Michael Johnson
John Lineker,Louis Gaudinot
John Cholish,Danny Castillo
Pablo Garza,Dennis Bermudez
Nick Denis,Roland Delorme
Pascal Krauss,John Hathaway
Mike Massenzio,Karlos Vemola
Dustin Poirier,Chan Sung Jung
Jeremy Stephens,Donald Cerrone
Jeff Hougland,Yves Jabouin
Fabio Maldonado,Igor Pokrajac
Jason MacDonald,Tom Lawlor
Jorge Lopez,Amir Sadollah
Marcus LeVesseur,Cody McKenzie
Carlo Prater,TJ Grant
Kamal Shalorus,Rafael Dos Anjos
Jeff Curran,Johnny Eduardo
Alex Soto,Francisco Rivera
Dongi Yang,Brad Tavares
Frank Mir,Junior Dos Santos
Antonio Silva,Cain Velasquez
Dave Herman,Roy Nelson
Shane del Rosario,Stipe Miocic
Lavar Johnson,Stefan Struve
Jason Miller,CB Dollaway
Edson Barboza,Jamie Varner
Duane Ludwig,Dan Hardy
Jacob Volkmann,Paul Sass
Kyle Kingsbury,Glover Teixeira
Daniel Pineda,Mike Brown
Diego Brandao,Darren Elkins
Al Iaquinta,Michael Chiesa
Jonathan Brookins,Charles Oliveira
Jake Ellenberger,Martin Kampmann
Pat Schilling,Max Holloway
John Albert,Erik Perez
Chris Tickle,Daron Cruickshank
Chris Saunders,Myles Jury
Cristiano Marcello,Sam Sicilia
Jeremy Larsen,Joe Proctor
John Cofer,Justin Lawrence
Ian McCall,Demetrious Johnson
Charlie Brenneman,Erick Silva
Josh Neer,Mike Pyle
Scott Jorgensen,Eddie Wineland
Carlos Eduardo Rocha,Mike Pierce
Lance Benoist,Seth Baczynski
Leonard Garcia,Matt Grice
Jared Papazian,Dustin Pague
Justin Salas,Tim Means
Caio Magalhaes,Buddy Roberts
Bernardo Magalhaes,Henry Martinez
Jake Hecht,Sean Pierson
Spencer Fisher,Sam Stout
TJ Waldburger,Brian Ebersole
Ross Pearson,Cub Swanson
Hatsu Hioki,Ricardo Lamas
CJ Keith,Ramsey Nijem
Clay Guida,Gray Maynard
Joey Gambino,Steven Siler
Nick Catone,Chris Camozzi
Luis Ramos,Matt Brown
Ricardo Funch,Dan Miller
Dustin Pague,Ken Stone
Brock Jardine,Rick Story
Wanderlei Silva,Rich Franklin
Sergio Moraes,Cezar Ferreira
Godofredo Pepey,Rony Jason
Mike Russow,Fabricio Werdum
Iuri Alcantara,Hacran Dias
Anistavio Medeiros,Rodrigo Damm
Delson Heleno,Francisco Trinaldo
John Teixeira,Hugo Viana
Leonardo Mafra,Thiago Perpetuo
Wagner Campos,Marcos Vinicius
Milton Vieira,Felipe Arantes
Chael Sonnen,Anderson Silva
Tito Ortiz,Forrest Griffin
Patrick Cote,Cung Le
Dong Hyun Kim,Demian Maia
Cody McKenzie,Chad Mendes
Yoislandy Izquierdo,Rafaello Oliveira
Fabricio Camoes,Melvin Guillard
Gleison Tibau,Khabib Nurmagomedov
Riki Fukuda,Constantinos Philippou
John Alessio,Shane Roller
Ivan Menjivar,Mike Easton
Karlos Vemola,Francis Carmont
Mark Munoz,Chris Weidman
Joey Beltran,James Te Huna
Kenny Robertson,Aaron Simpson
Vaughan Lee,TJ Dillashaw
Issei Tamura,Raphael Assuncao
Damacio Page,Alex Caceres
Josh Ferguson,Chris Cariaso
Rafael Natal,Andrew Craig
Dan Stittgen,Marcelo Guimaraes
Anthony Njokuani,Rafael Dos Anjos
Hector Lombard,Tim Boetsch
Shawn Jordan,Cheick Kongo
Brian Ebersole,James Head
Urijah Faber,Renan Barao
Anthony Perosh,Ryan Jimmo
Mitch Gagnon,Bryan Caraway
Daniel Pineda,Antonio Carvalho
Mitch Clarke,Anton Kuivanen
Court McGee,Nick Ring
Brandon Vera,Mauricio Rua
Ryan Bader,Lyoto Machida
Jamie Varner,Joe Lauzon
DaMarques Johnson,Mike Swick
Cole Miller,Nam Phan
Oli Thompson,Philip De Fries
Michihiro Omigawa,Manvel Gamburyan
Ulysses Gomez,John Moraga
Josh Grispi,Rani Yahya
Buddy Roberts,Yushin Okami
Frankie Edgar,Benson Henderson
Justin Lawrence,Max Holloway
Melvin Guillard,Donald Cerrone
Jared Hamman,Michael Kuiper
Ken Stone,Erik Perez
Eiji Mitsuoka,Nik Lentz
Dustin Pague,Chico Camus
Tommy Hayden,Dennis Bermudez
Joseph Benavidez,Demetrious Johnson
Brian Stann,Michael Bisping
Roger Hollett,Matt Hamill
Charles Oliveira,Cub Swanson
Igor Pokrajac,Vinny Magalhaes
Vitor Belfort,Jon Jones
Lance Benoist,Sean Pierson
Jimy Hettes,Marcus Brimage
Simeon Thoresen,Seth Baczynski
Walel Watson,Mitch Gagnon
Charlie Brenneman,Kyle Noke
Evan Dunham,TJ Grant
Stipe Miocic,Stefan Struve
Amir Sadollah,Dan Hardy
Yves Jabouin,Brad Pickett
Paul Sass,Matt Wiman
John Maguire,John Hathaway
Duane Ludwig,Che Mills
Andy Ogle,Akira Corassani
Tom Watson,Brad Tavares
DaMarques Johnson,Gunnar Nelson
Jason Young,Robert Peralta
Kyle Kingsbury,Jimi Manuwa
Travis Browne,Antonio Silva
Jussier Formiga,John Dodson
Jay Hieron,Jake Ellenberger
Josh Neer,Justin Edwards
Bart Palaszewski,Diego Nunes
Aaron Simpson,Mike Pierce
Carlo Prater,Marcus LeVesseur
Shane Roller,Jacob Volkmann
Phil Harris,Darren Uyenoyama
Danny Castillo,Michael Johnson
Stephan Bonnar,Anderson Silva
Fabio Maldonado,Glover Teixeira
Erick Silva,Jon Fitch
Wagner Prado,Phil Davis
Rick Story,Demian Maia
Dave Herman,Antonio Rodrigo Nogueira
Francisco Trinaldo,Gleison Tibau
Joey Gambino,Diego Brandao
Renee Forte,Sergio Moraes
Reza Madadi,Cristiano Marcello
Luiz Cane,Chris Camozzi
Sam Sicilia,Rony Jason
Rich Franklin,Cung Le
Paulo Thiago,Dong Hyun Kim
Mac Danzig,Takanori Gomi
Zhang Tiequan,Jon Tuck
Motonobu Tezuka,Alex Caceres
Yasuhiro Urushitani,John Lineker
Tom DeBlass,Riki Fukuda
Jeff Hougland,Takeya Mizugaki
Carlos Condit,Georges St-Pierre
Mark Bocek,Rafael Dos Anjos
Martin Kampmann,Johny Hendricks
Tom Lawlor,Francis Carmont
Mark Hominick,Pablo Garza
Azamat Gashimov,Ivan Menjivar
Chad Griggs,Cyrille Diabate
Sam Stout,John Makdessi
Rodrigo Damm,Antonio Carvalho
John Maguire,Matthew Riddle
Steven Siler,Darren Elkins
Alessio Sakara,Patrick Cote
Nate Diaz,Benson Henderson
Mauricio Rua,Alexander Gustafsson
BJ Penn,Rory MacDonald
Mike Swick,Matt Brown
Jeremy Stephens,Yves Edwards
Mike Easton,Raphael Assuncao
Henry Martinez,Daron Cruickshank
Marcus LeVesseur,Abel Trujillo
Nam Phan,Dennis Siver
John Albert,Scott Jorgensen
Joe Proctor,Ramsey Nijem
Colin Fletcher,Norman Parke
George Sotiropoulos,Ross Pearson
Brad Scott,Robert Whittaker
Rousimar Palhares,Hector Lombard
Nick Penner,Cody Donovan
Seth Baczynski,Mike Pierce
Manuel Rodriguez,Ben Alloway
Brendan Loughnane,Mike Wilkinson
Yaotzin Meza,Chad Mendes
Matt Mitrione,Roy Nelson
Mike Ricci,Colton Smith
Shane del Rosario,Pat Barry
Jonathan Brookins,Dustin Poirier
James Head,Mike Pyle
Vinc Pichel,Rustam Khabilov
Nick Catone,TJ Waldburger
Reuben Duran,Hugo Viana
John Cofer,Mike Rio
Jared Papazian,Tim Elliott
Marcos Vinicius,Johnny Bedford
Chris Leben,Derek Brunson
Joe Lauzon,Jim Miller
Tim Boetsch,Constantinos Philippou
Alan Belcher,Yushin Okami
Brad Pickett,Eddie Wineland
Junior Dos Santos,Cain Velasquez
Melvin Guillard,Jamie Varner
Michael Johnson,Myles Jury
Philip De Fries,Todd Duffee
Leonard Garcia,Max Holloway
Chris Cariaso,John Moraga
Byron Bloodworth,Erik Perez
Michael Bisping,Vitor Belfort
Daniel Sarafian,CB Dollaway
Ben Rothwell,Gabriel Gonzaga
Thiago Tavares,Khabib Nurmagomedov
Milton Vieira,Godofredo Pepey
Andrew Craig,Ronny Markes
Diego Nunes,Nik Lentz
Lucas Martins,Edson Barboza
Wagner Prado,Ildemar Alcantara
CJ Keith,Francisco Trinaldo
John Dodson,Demetrious Johnson
Quinton Jackson,Glover Teixeira
Donald Cerrone,Anthony Pettis
Erik Koch,Ricardo Lamas
Matt Wiman,TJ Grant
Simeon Thoresen,David Mitchell
Mike Stumpf,Pascal Krauss
Vladimir Matyushenko,Ryan Bader
Mike Russow,Shawn Jordan
Sean Spencer,Rafael Natal
Hatsu Hioki,Clay Guida
Alistair Overeem,Antonio Silva
Frankie Edgar,Jose Aldo
Rashad Evans,Rogerio Nogueira
Ian McCall,Joseph Benavidez
Jon Fitch,Demian Maia
Jay Hieron,Tyron Woodley
Edwin Figueroa,Francisco Rivera
Jacob Volkmann,Bobby Green
Yves Edwards,Isaac Vallie-Flagg
Chico Camus,Dustin Kimura
Gleison Tibau,Evan Dunham
Michael McDonald,Renan Barao
Dustin Poirier,Cub Swanson
Cyrille Diabate,Jimi Manuwa
Jorge Santiago,Gunnar Nelson
Ryan Jimmo,James Te Huna
Terry Etim,Renee Forte
Paul Sass,Danny Castillo
Josh Grispi,Andy Ogle
Stanislav Nedkov,Tom Watson
Motonobu Tezuka,Vaughan Lee
Ulysses Gomez,Phil Harris
Dan Henderson,Lyoto Machida
Ivan Menjivar,Urijah Faber
Josh Neer,Court McGee
Josh Koscheck,Robbie Lawler
Lavar Johnson,Brendan Schaub
Liz Carmouche,Ronda Rousey
Matt Grice,Dennis Bermudez
Caros Fodor,Sam Stout
Brock Jardine,Kenny Robertson
Jon Manley,Neil Magny
Yuri Villefort,Nah-Shon Burrell
Anton Kuivanen,Michael Chiesa
Brian Stann,Wanderlei Silva
Stefan Struve,Mark Hunt
Takanori Gomi,Diego Sanchez
Hector Lombard,Yushin Okami
Mizuto Hirota,Rani Yahya
Siyar Bahadurzada,Dong Hyun Kim
Riki Fukuda,Brad Tavares
Bryan Caraway,Takeya Mizugaki
Cristiano Marcello,Kazuki Tokudome
Marcelo Guimaraes,Hyun Gyu Lim
Nick Diaz,Georges St-Pierre
Carlos Condit,Johny Hendricks
Nate Marquardt,Jake Ellenberger
Nick Ring,Chris Camozzi
Colin Fletcher,Mike Ricci
Issei Tamura,TJ Dillashaw
Antonio Carvalho,Darren Elkins
Dan Miller,Jordan Mein
Daron Cruickshank,John Makdessi
Quinn Mulhern,Rick Story
Reuben Duran,George Roop
Bobby Voelker,Patrick Cote
Ilir Latifi,Gegard Mousasi
Ryan Couture,Ross Pearson
Pablo Garza,Diego Brandao
Mike Easton,Brad Pickett
Robert Peralta,Akira Corassani
Philip De Fries,Matt Mitrione
Adam Cella,Tor Troeng
Besam Yousef,Papy Abedi
Michael Kuiper,Tom Lawlor
Michael Johnson,Reza Madadi
Marcus Brimage,Conor McGregor
Chris Spang,Adlan Amagov
Ben Alloway,Ryan LaFlare
Scott Jorgensen,Urijah Faber
Uriah Hall,Kelvin Gastelum
Miesha Tate,Cat Zingano
Gabriel Gonzaga,Travis Browne
Kevin Casey,Josh Samman
Gilbert Smith,Robert McDaniel
Jimmy Quinlan,Dylan Andrews
Bristol Marunde,Clint Hester
Bart Palaszewski,Cole Miller
Sam Sicilia,Maximo Blanco
Justin Lawrence,Daniel Pineda
Collin Hart,Luke Barnatt
Darren Elkins,Chad Mendes
Frank Mir,Daniel Cormier
Nate Diaz,Josh Thomson
Jordan Mein,Matt Brown
Lorenz Larkin,Francis Carmont
Gilbert Melendez,Benson Henderson
Darren Uyenoyama,Joseph Benavidez
Tim Means,Jorge Masvidal
Hugo Viana,TJ Dillashaw
Roger Bowling,Anthony Njokuani
Ramsey Nijem,Myles Jury
Clifford Starks,Yoel Romero
Chael Sonnen,Jon Jones
Alan Belcher,Michael Bisping
Cheick Kongo,Roy Nelson
Vinny Magalhaes,Phil Davis
Leonard Garcia,Cody McKenzie
Gian Villante,Ovince Saint Preux
Sheila Gaff,Sara McMann
Johnny Bedford,Bryan Caraway
Kurt Holobaugh,Steven Siler
Yancy Medeiros,Rustam Khabilov
Luke Rockhold,Vitor Belfort
Chris Camozzi,Jacare Souza
Evan Dunham,Rafael Dos Anjos
Joao Zeferino,Rafael Natal
Hacran Dias,Nik Lentz
Mike Rio,Francisco Trinaldo
Michel Prazeres,Paulo Thiago
Iliarde Santos,Iuri Alcantara
Roger Hollett,Fabio Maldonado
Azamat Gashimov,John Lineker
Jeremy Larsen,Lucas Martins
John Cholish,Gleison Tibau
Chris Cariaso,Jussier Formiga
KJ Noons,Donald Cerrone
Antonio Silva,Cain Velasquez
Mark Hunt,Junior Dos Santos
James Te Huna,Glover Teixeira
Gray Maynard,TJ Grant
Max Holloway,Dennis Bermudez
Colton Smith,Robert Whittaker
Abel Trujillo,Khabib Nurmagomedov
Nah-Shon Burrell,Stephen Thompson
Brian Bowles,George Roop
Estevan Payan,Jeremy Stephens
Rick Story,Mike Pyle
William Macario,Leonardo Santos
Rafael Cavalcante,Thiago Silva
Jason High,Erick Silva
Eddie Mendez,Daniel Sarafian
Mike Wilkinson,Rony Jason
Antonio Rodrigo Nogueira,Fabricio Werdum
Godofredo Pepey,Felipe Arantes
Leandro Silva,Ildemar Alcantara
Mizuto Hirota,Rodrigo Damm
Karlos Vemola,Caio Magalhaes
Anthony Smith,Antonio Braga Neto
Vaughan Lee,Raphael Assuncao
Dan Henderson,Rashad Evans
Roy Nelson,Stipe Miocic
Igor Pokrajac,Ryan Jimmo
Rosi Sexton,Alexis Davis
Pat Barry,Shawn Jordan
Tyron Woodley,Jake Shields
Kenny Robertson,Sean Pierson
Edwin Figueroa,Roland Delorme
John Maguire,Mitch Clarke
Dustin Pague,Yves Jabouin
Sam Stout,James Krause
Tim Boetsch,Mark Munoz
Anderson Silva,Chris Weidman
Charles Oliveira,Frankie Edgar
Roger Gracie,Tim Kennedy
Dennis Siver,Cub Swanson
David Mitchell,Mike Pierce
Kazuki Tokudome,Norman Parke
Dave Herman,Gabriel Gonzaga
Rafaello Oliveira,Edson Barboza
Seth Baczynski,Brian Melancon
Chris Leben,Andrew Craig
John Moraga,Demetrious Johnson
Jake Ellenberger,Rory MacDonald
Bobby Voelker,Robbie Lawler
Jessica Andrade,Liz Carmouche
Michael Chiesa,Jorge Masvidal
Tim Means,Danny Castillo
Yves Edwards,Daron Cruickshank
Trevor Smith,Ed Herman
Julie Kedzie,Germaine de Randamie
Aaron Riley,Justin Salas
John Albert,Yaotzin Meza
Mac Danzig,Melvin Guillard
Jose Maria,John Lineker
Chan Sung Jung,Jose Aldo
Lyoto Machida,Phil Davis
Tom Watson,Thales Leites
Vinny Magalhaes,Anthony Perosh
Thiago Santos,Cezar Ferreira
Neil Magny,Sergio Moraes
Iliarde Santos,Ian McCall
Bristol Marunde,Viscardi Andrade
Josh Clopton,Rani Yahya
Ednaldo Oliveira,Francimar Barroso
Sheila Gaff,Amanda Nunes
Alistair Overeem,Travis Browne
Iuri Alcantara,Urijah Faber
Mike Pyle,Matt Brown
Uriah Hall,John Howard
Joe Lauzon,Michael Johnson
Mauricio Rua,Chael Sonnen
Max Holloway,Conor McGregor
Mike Brown,Steven Siler
Daniel Pineda,Diego Brandao
Cole Miller,Manvel Gamburyan
Cody Donovan,Ovince Saint Preux
Ramsey Nijem,James Vick
Brad Pickett,Michael McDonald
Martin Kampmann,Carlos Condit
Donald Cerrone,Rafael Dos Anjos
Brian Melancon,Kelvin Gastelum
Robert Whittaker,Court McGee
Erik Perez,Takeya Mizugaki
Robert McDaniel,Brad Tavares
Justin Edwards,Brandon Thatch
Hatsu Hioki,Darren Elkins
James Head,Jason High
Ben Alloway,Zak Cummings
Papy Abedi,Dylan Andrews
Brandon Vera,Ben Rothwell
Benson Henderson,Anthony Pettis
Frank Mir,Josh Barnett
Clay Guida,Chad Mendes
Erik Koch,Dustin Poirier
Jared Hamman,Magnus Cedenblad
Louis Gaudinot,Tim Elliott
Pascal Krauss,Hyun Gyu Lim
Kyung Ho Kang,Chico Camus
Nikita Krylov,Soa Palelei
Ryan Couture,Al Iaquinta
Jamie Varner,Gleison Tibau
Ryan Bader,Glover Teixeira
Yushin Okami,Jacare Souza
Jussier Formiga,Joseph Benavidez
Francisco Trinaldo,Piotr Hallmann
Tor Troeng,Rafael Natal
Felipe Arantes,Edimilson Souza
Ramiro Hernandez,Lucas Martins
Joao Zeferino,Elias Silverio
Keith Wisniewski,Ivan Jorge
Yuri Villefort,Sean Spencer
Marcos Vinicius,Ali Bagautinov
Pat Healy,Khabib Nurmagomedov
Alexander Gustafsson,Jon Jones
Eddie Wineland,Renan Barao
Matt Mitrione,Brendan Schaub
Constantinos Philippou,Francis Carmont
Mike Ricci,Myles Jury
Chris Clements,Stephen Thompson
Nandor Guelmino,Daniel Omielanczuk
Dustin Kimura,Mitch Gagnon
Renee Forte,John Makdessi
Jesse Ronson,Michel Prazeres
Roland Delorme,Alex Caceres
Ivan Menjivar,Wilson Reis
Demian Maia,Jake Shields
Erick Silva,Dong Hyun Kim
Matt Hamill,Thiago Silva
Joey Beltran,Fabio Maldonado
Mike Pierce,Rousimar Palhares
TJ Dillashaw,Raphael Assuncao
Ildemar Alcantara,Igor Araujo
David Mitchell,Yan Cabral
Iliarde Santos,Chris Cariaso
Garett Whiteley,Alan Patrick
Junior Dos Santos,Cain Velasquez
Diego Sanchez,Gilbert Melendez
Shawn Jordan,Gabriel Gonzaga
Darrell Montague,John Dodson
CB Dollaway,Tim Boetsch
Roy Nelson,Daniel Cormier
George Sotiropoulos,KJ Noons
TJ Waldburger,Adlan Amagov
Mike Rio,Tony Ferguson
Jeremy Larsen,Andre Fili
Dustin Pague,Kyoji Horiguchi
Nate Marquardt,Hector Lombard
Mark Munoz,Lyoto Machida
Jon Tuck,Norman Parke
Alessio Sakara,Nicholas Musoke
Phil Harris,John Lineker
Ryan Jimmo,Jimi Manuwa
Andrew Craig,Luke Barnatt
Piotr Hallmann,Al Iaquinta
Robert Whiteford,Jimy Hettes
Michael Kuiper,Brad Scott
Rosi Sexton,Jessica Andrade
Andy Ogle,Cole Miller
Rafael Natal,Tim Kennedy
Brian Houston,Derek Brunson
Neil Magny,Seth Baczynski
Chris Camozzi,Lorenz Larkin
Steven Siler,Dennis Bermudez
George Roop,Francisco Rivera
James Krause,Bobby Green
Colton Smith,Michael Chiesa
Jorge Masvidal,Rustam Khabilov
Ronny Markes,Yoel Romero
Liz Carmouche,Alexis Davis
Germaine de Randamie,Amanda Nunes
Paulo Thiago,Brandon Thatch
Dan Henderson,Vitor Belfort
Daniel Sarafian,Cezar Ferreira
Santiago Ponzinibbio,Ryan LaFlare
Igor Pokrajac,Rafael Cavalcante
Godofredo Pepey,Sam Sicilia
Thiago Perpetuo,Omari Akhmedov
Justin Salas,Thiago Tavares
Daron Cruickshank,Adriano Martins
Jose Maria,Dustin Ortiz
Rony Jason,Jeremy Stephens
Chael Sonnen,Rashad Evans
Rory MacDonald,Robbie Lawler
Josh Koscheck,Tyron Woodley
Tim Elliott,Ali Bagautinov
Evan Dunham,Donald Cerrone
Johny Hendricks,Georges St-Pierre
Brian Ebersole,Rick Story
Edwin Figueroa,Erik Perez
Anthony Lapsley,Jason High
Will Campuzano,Sergio Pettis
Cody Donovan,Gian Villante
Ed Herman,Thales Leites
Gray Maynard,Nate Diaz
Jessica Rakoczy,Julianna Pena
Davey Grant,Chris Holdsworth
Peggy Morgan,Jessamyn Duke
Roxanne Modafferi,Raquel Pennington
Rani Yahya,Tom Niinimaki
Walt Harris,Jared Rosholt
Drew Dober,Sean Spencer
Ryan Benoit,Josh Sampo
Maximo Blanco,Akira Corassani
Dylan Andrews,Clint Hester
James Te Huna,Mauricio Rua
Anthony Perosh,Ryan Bader
Pat Barry,Soa Palelei
Julie Kedzie,Bethe Correia
Nick Ring,Caio Magalhaes
Antonio Silva,Mark Hunt
Richie Vaculik,Justin Scoggins
Bruno Santos,Krzysztof Jotko
Ben Wall,Alex Garcia
Nam Phan,Takeya Mizugaki
Nik Lentz,Chad Mendes
Mac Danzig,Joe Lauzon
Court McGee,Ryan LaFlare
Danny Castillo,Edson Barboza
Joseph Benavidez,Demetrious Johnson
Scott Jorgensen,Zach Makovsky
Pat Healy,Bobby Green
Darren Uyenoyama,Alptekin Ozkilic
Michael McDonald,Urijah Faber
Roger Bowling,Abel Trujillo
Cody McKenzie,Sam Stout
Estevan Payan,Robert Peralta
Bobby Voelker,William Macario
Siyar Bahadurzada,John Howard
Chris Leben,Uriah Hall
Diego Brandao,Dustin Poirier
Fabricio Camoes,Jim Miller
Josh Barnett,Travis Browne
Miesha Tate,Ronda Rousey
Anderson Silva,Chris Weidman
Gleison Tibau,Michael Johnson
Sean Soriano,Tatsuya Kawajiri
Luiz Dutra,Kiichi Kunimoto
Hyun Gyu Lim,Tarec Saffiedine
Shunichi Shimizu,Kyung Ho Kang
Jon Delos Reyes,Dustin Kimura
Quinn Mulhern,Katsunori Kikuno
Dave Galera,Royston Wee
Tae Hyun Bang,Mairbek Taisumov
Leandro Issa,Russell Doane
Will Chope,Max Holloway
Lorenz Larkin,Brad Tavares
Mike Easton,TJ Dillashaw
Derek Brunson,Yoel Romero
Dustin Ortiz,John Moraga
Sam Sicilia,Cole Miller
Constantinos Philippou,Luke Rockhold
Isaac Vallie-Flagg,Elias Silverio
Brian Houston,Trevor Smith
